Date,Month,FileOrigin,Description,Amount,Currency,Category
11/10/2024,2024-10,Monzo Joint October,APPLE.COM/BILL APPLE.COM/BIL IRL,8.99,GBP,Subscriptions
12/10/2024,2024-10,Monzo Joint October,CHERRY LOCAL LONDON,2.50,GBP,Activities
13/10/2024,2024-10,Monzo Joint October,TURNING EARTH CERAMICS +442033251912,50.00,GBP,Subscriptions
13/10/2024,2024-10,Monzo Joint October,Zettle_*TURNING EARTH LONDON,18.00,GBP,Shopping
13/10/2024,2024-10,Monzo Joint October,Monthly Money Pot,200.00,GBP,Nothing
13/10/2024,2024-10,Monzo Joint October,BUY 2 SAVE (GG) LTD LONDON,120.38,GBP,Groceries
14/10/2024,2024-10,Monzo Joint October,NYX*HiTecWashroomsSolu London,0.50,GBP,Uncategorised
14/10/2024,2024-10,Monzo Joint October,NYX*HiTecWashroomsSolu London,0.50,GBP,Uncategorised
14/10/2024,2024-10,Monzo Joint October,WWW.VOXI.CO.UK NEWBURY,10.00,GBP,Utilities
14/10/2024,2024-10,Monzo Joint October,SQ *JOLENE HORNSEY ROA London,11.30,GBP,Activities
14/10/2024,2024-10,Monzo Joint October,MARKS&SPENCER PLC SF CHANCERY LANE,3.90,GBP,Groceries
14/10/2024,2024-10,Monzo Joint October,SAINSBURYS- FETTER LAN LONDON,1.50,GBP,Groceries
14/10/2024,2024-10,Monzo Joint October,SumUp *Nkora Limited St Albans,7.90,GBP,Shopping
15/10/2024,2024-10,Monzo Joint October,MARKS&SPENCER PLC SF CHANCERY LANE,4.00,GBP,Groceries
16/10/2024,2024-10,Monzo Joint October,TFL TRAVEL CH\VICTORIA STREET\TFL.GOV.UK/CP\SW1H 0TL,5.50,GBP,Transportation
16/10/2024,2024-10,Monzo Joint October,MARKS&SPENCER PLC SF CHANCERY LANE,4.75,GBP,Groceries
16/10/2024,2024-10,Monzo Joint October,Adobe ADOBE.LY/BILL IRL,19.97,GBP,Subscriptions
16/10/2024,2024-10,Monzo Joint October,PPOINT_*NEWCROSS LO LT LONDON,2.35,GBP,Shopping
16/10/2024,2024-10,Monzo Joint October,Zettle_*Raj Swamy London,3.00,GBP,Pay Amy
16/10/2024,2024-10,Monzo Joint October,M&S SIMPLY FOOD-SSP LONDON BRIDGE,9.00,GBP,Activities
17/10/2024,2024-10,Monzo Joint October,TfL Unpaid Fares TFL.gov.uk/CP,0.10,GBP,Transportation
17/10/2024,2024-10,Monzo Joint October,TFL TRAVEL CH\VICTORIA STREET\TFL.GOV.UK/CP\SW1H 0TL,10.00,GBP,Transportation
17/10/2024,2024-10,Monzo Joint October,TFL TRAVEL CH\VICTORIA STREET\TFL.GOV.UK/CP\SW1H 0TL,9.20,GBP,Transportation
18/10/2024,2024-10,Monzo Joint October,Monthly Money Pot,200.00,GBP,Nothing
18/10/2024,2024-10,Monzo Joint October,APPLE.COM/BILL 08001076285 IRL,5.99,GBP,Subscriptions
19/10/2024,2024-10,Monzo Joint October,GAILS - CROUCH END LONDON,23.30,GBP,Activities
19/10/2024,2024-10,Monzo Joint October,SAINSBURY S CROUCH END LONDON,11.80,GBP,Groceries
19/10/2024,2024-10,Monzo Joint October,Zettle_*TURNING EARTH LONDON,21.00,GBP,Shopping
20/10/2024,2024-10,Monzo Joint October,WAITROSE LONDON,16.45,GBP,Groceries
21/10/2024,2024-10,Monzo Joint October,SQ *JOLENE HORNSEY ROA London,7.40,GBP,Activities
21/10/2024,2024-10,Monzo Joint October,SumUp *Nkora Limited St Albans,7.90,GBP,Shopping
21/10/2024,2024-10,Monzo Joint October,XING LONG MEN CHINATOW LONDON,22.68,GBP,Activities
21/10/2024,2024-10,Monzo Joint October,Bun House Chinatown London,14.80,GBP,Activities
21/10/2024,2024-10,Monzo Joint October,Zettle_*GPX music Surrey,2.00,GBP,Shopping
21/10/2024,2024-10,Monzo Joint October,TfL Travel Charge TFL.gov.uk/CP,3.00,GBP,Transportation
21/10/2024,2024-10,Monzo Joint October,Old Bell Tavern LONDON,40.40,GBP,Activities
22/10/2024,2024-10,Monzo Joint October,Zettle_*Joe Franco Mus LONDON,3.00,GBP,Shopping
23/10/2024,2024-10,Monzo Joint October,LIME*RIDE X23Q +448008085223,1.74,GBP,Transportation
23/10/2024,2024-10,Monzo Joint October,TFL TRAVEL CH\VICTORIA STREET\TFL.GOV.UK/CP\SW1H 0TL,6.70,GBP,Transportation
24/10/2024,2024-10,Monzo Joint October,TFL TRAVEL CH\VICTORIA STREET\TFL.GOV.UK/CP\SW1H 0TL,3.00,GBP,Transportation
24/10/2024,2024-10,Monzo Joint October,TFL TRAVEL CH\VICTORIA STREET\TFL.GOV.UK/CP\SW1H 0TL,3.00,GBP,Transportation
25/10/2024,2024-10,Monzo Joint October,TfL Unpaid Fares TFL.gov.uk/CP,0.10,GBP,Transportation
25/10/2024,2024-10,Monzo Joint October,TfL Unpaid Fares TFL.gov.uk/CP,0.10,GBP,Transportation
25/10/2024,2024-10,Monzo Joint October,PAYROLL,1766.91,GBP,Income
25/10/2024,2024-10,Monzo Joint October,TfL Unpaid Fares TFL.gov.uk/CP,0.10,GBP,Transportation
25/10/2024,2024-10,Monzo Joint October,Lara Antoniades,1500.00,GBP,Pay Lara
25/10/2024,2024-10,Monzo Joint October,Lara Antoniades,113.11,GBP,Pay Lara
25/10/2024,2024-10,Monzo Joint October,APPLE.COM/BILL APPLE.COM/BIL IRL,9.99,GBP,Subscriptions
25/10/2024,2024-10,Monzo Joint October,TfL Travel Charge TFL.gov.uk/CP,6.00,GBP,Transportation
25/10/2024,2024-10,Monzo Joint October,M&S SIMPLY FOOD-SSP LONDON BRIDGE,8.15,GBP,Activities
25/10/2024,2024-10,Monzo Joint October,Trainline.Com London,38.80,GBP,Transportation
25/10/2024,2024-10,Monzo Joint October,M&S SIMPLY FOOD - SSP CHARING CROSS,1.65,GBP,Activities
25/10/2024,2024-10,Monzo Joint October,MCDONALDS LONDON,4.37,GBP,Activities
26/10/2024,2024-10,Monzo Joint October,TfL Travel Charge TFL.gov.uk/CP,6.00,GBP,Transportation
26/10/2024,2024-10,Monzo Joint October,Zettle_*TURNING EARTH LONDON,18.00,GBP,Shopping
07/07/2024,2024-07,Monzo Lara Flex July,MGP*Vinted London,0.10,GBP,Shopping
07/07/2024,2024-07,Monzo Lara Flex July,MGP*Vinted London,0.10,GBP,Shopping
07/07/2024,2024-07,Monzo Lara Flex July,MGP*Vinted 99917365 London,12.00,GBP,Shopping
08/07/2024,2024-07,Monzo Lara Flex July,MGP*Vinted 99966429 London,142.39,GBP,Shopping
08/07/2024,2024-07,Monzo Lara Flex July,MGP*Vinted London,173.89,GBP,Shopping
08/07/2024,2024-07,Monzo Lara Flex July,MGP*Vinted London,8.85,GBP,Shopping
08/07/2024,2024-07,Monzo Lara Flex July,MGP*Vinted London,24.60,GBP,Shopping
09/07/2024,2024-07,Monzo Lara Flex July,MGP-VINTED\109 Kesperry House\London\SE13XB,142.39,GBP,Shopping
09/07/2024,2024-07,Monzo Lara Flex July,MGP*Vinted London,25.65,GBP,Shopping
09/07/2024,2024-07,Monzo Lara Flex July,MGP*Vinted London,27.32,GBP,Shopping
15/07/2024,2024-07,Monzo Lara Flex July,WETRANSFER +31208100779 NLD,11.00,GBP,Shopping
18/07/2024,2024-07,Monzo Lara Flex July,PPOINT_*CU CONVENIENCE London,4.08,GBP,Shopping
19/07/2024,2024-07,Monzo Lara Flex July,SIDNEY ROSE LONDON W1S,1.20,GBP,Shopping
22/07/2024,2024-07,Monzo Lara Flex July,MGP*Vinted London,9.99,GBP,Shopping
24/07/2024,2024-07,Monzo Lara Flex July,PPOINT_*CU CONVENIENCE London,6.66,GBP,Shopping
25/07/2024,2024-07,Monzo Lara Flex July,PPOINT_*CU CONVENIENCE London,16.47,GBP,Shopping
26/07/2024,2024-07,Monzo Lara Flex July,The Woodman London,10.85,GBP,Activities
26/07/2024,2024-07,Monzo Lara Flex July,The Woodman London,51.91,GBP,Activities
27/07/2024,2024-07,Monzo Lara Flex July,MGP*Vinted London,5.79,GBP,Shopping
27/07/2024,2024-07,Monzo Lara Flex July,MGP*Vinted London,8.64,GBP,Shopping
27/07/2024,2024-07,Monzo Lara Flex July,MGP*Vinted London,28.80,GBP,Shopping
27/07/2024,2024-07,Monzo Lara Flex July,MGP*Vinted London,7.89,GBP,Shopping
27/07/2024,2024-07,Monzo Lara Flex July,MGP*Vinted London,8.85,GBP,Shopping
27/07/2024,2024-07,Monzo Lara Flex July,MGP*Vinted London,6.84,GBP,Shopping
28/07/2024,2024-07,Monzo Lara Flex July,MGP*Vinted London,6.75,GBP,Shopping
28/07/2024,2024-07,Monzo Lara Flex July,Flex,197.58,GBP,Nothing
28/07/2024,2024-07,Monzo Lara Flex July,MGP*Vinted 99920294 London,35.05,GBP,Shopping
28/07/2024,2024-07,Monzo Lara Flex July,MGP*Vinted London,28.80,GBP,Shopping
29/07/2024,2024-07,Monzo Lara Flex July,GOOGLE *Google One 650-253-0000,184.99,GBP,Subscriptions
29/07/2024,2024-07,Monzo Lara Flex July,MGP*Vinted London,56.10,GBP,Shopping
30/07/2024,2024-07,Monzo Lara Flex July,PPOINT_*CU CONVENIENCE London,25.16,GBP,Shopping
31/07/2024,2024-07,Monzo Lara Flex July,MGP*Vinted London,14.19,GBP,Shopping
31/07/2024,2024-07,Monzo Lara Flex July,MGP*Vinted London,12.00,GBP,Shopping
02/07/2024,2024-07,Monzo Joint July,Monthly Money Pot,75.00,GBP,Nothing
02/07/2024,2024-07,Monzo Joint July,Nicholas Antoniades,75.00,GBP,Pay Nicholas
03/07/2024,2024-07,Monzo Joint July,Monthly Money Pot,2100.00,GBP,Nothing
03/07/2024,2024-07,Monzo Joint July,1 Montenotte Rent,2100.00,GBP,Rent
03/07/2024,2024-07,Monzo Joint July,Monthly Money Pot,60.00,GBP,Nothing
03/07/2024,2024-07,Monzo Joint July,Nicholas Antoniade,9.00,GBP,Pay Nicholas
03/07/2024,2024-07,Monzo Joint July,036036708001,28.83,GBP,Utilities
03/07/2024,2024-07,Monzo Joint July,Spotify London,19.99,GBP,Subscriptions
04/07/2024,2024-07,Monzo Joint July,Monthly Money Pot,15.00,GBP,Nothing
04/07/2024,2024-07,Monzo Joint July,EE TOPUP VESTA EE.CO.UK,15.00,GBP,Subscriptions
04/07/2024,2024-07,Monzo Joint July,Monthly Money Pot,3093.42,GBP,Nothing
04/07/2024,2024-07,Monzo Joint July,PB776985199898835,3093.42,GBP,Credit card
05/07/2024,2024-07,Monzo Joint July,Monthly Money Pot,15.00,GBP,Nothing
05/07/2024,2024-07,Monzo Joint July,EE TOPUP VESTA EE.CO.UK,15.00,GBP,Subscriptions
06/07/2024,2024-07,Monzo Joint July,Monthly Money Pot,20.00,GBP,Nothing
06/07/2024,2024-07,Monzo Joint July,Plateia Agiou Lazarou Larnaka CYP,0.00,GBP,Activities
06/07/2024,2024-07,Monzo Joint July,Plateia Agiou Lazarou Larnaka CYP,23.09,GBP,Activities
06/07/2024,2024-07,Monzo Joint July,Monthly Money Pot,160.00,GBP,Nothing
06/07/2024,2024-07,Monzo Joint July,Lara Antoniades,160.00,GBP,Pay Lara
06/07/2024,2024-07,Monzo Joint July,Lara Antoniades,5.00,GBP,Pay Lara
06/07/2024,2024-07,Monzo Joint July,Monthly Money Pot,12.00,GBP,Nothing
07/07/2024,2024-07,Monzo Joint July,Monthly Money Pot,30.00,GBP,Nothing
07/07/2024,2024-07,Monzo Joint July,Lara Antoniades,30.00,GBP,Pay Lara
07/07/2024,2024-07,Monzo Joint July,Lara Antoniades,12.00,GBP,Pay Lara
08/07/2024,2024-07,Monzo Joint July,Lara Antoniades,6.00,GBP,Pay Lara
08/07/2024,2024-07,Monzo Joint July,Boost,6.00,GBP,Uncategorised
15/07/2024,2024-07,Monzo Joint July,Emergency Savings Pot,500.00,GBP,Nothing
16/07/2024,2024-07,Monzo Joint July,CONNOLLY,11.00,GBP,Income
16/07/2024,2024-07,Monzo Joint July,Adobe.com Saggart,19.97,GBP,Subscriptions
16/07/2024,2024-07,Monzo Joint July,APPLE.COM/BILL APPLE.COM/BIL IRL,8.99,GBP,Subscriptions
17/07/2024,2024-07,Monzo Joint July,EE TOPUP VESTA EE.CO.UK,13.50,GBP,Subscriptions
19/07/2024,2024-07,Monzo Joint July,BATH POTTERS SUPPLIES RADSTOCK,41.26,GBP,Shopping
20/07/2024,2024-07,Monzo Joint July,PPOINT_*CU CONVENIENCE London,5.48,GBP,Shopping
20/07/2024,2024-07,Monzo Joint July,Zettle_*TURNING EARTH LONDON,54.00,GBP,Shopping
22/07/2024,2024-07,Monzo Joint July,VG0707304000824851,0.28,GBP,Utilities
23/07/2024,2024-07,Monzo Joint July,Park Local Express London,3.18,GBP,Activities
23/07/2024,2024-07,Monzo Joint July,Park Local Express London,2.99,GBP,Activities
25/07/2024,2024-07,Monzo Joint July,LONDON OVERGROUND SST CROUCH HILL,13.40,GBP,Transportation
25/07/2024,2024-07,Monzo Joint July,PAYROLL,1766.91,GBP,Income
27/07/2024,2024-07,Monzo Joint July,Microsoft*EA Play 1 Mo msbill.info,5.99,GBP,Subscriptions
27/07/2024,2024-07,Monzo Joint July,Monthly Money Pot,1800.00,GBP,Nothing
27/07/2024,2024-07,Monzo Joint July,PPOINT_*CU CONVENIENCE London,1.50,GBP,Shopping
28/07/2024,2024-07,Monzo Joint July,TfL Travel Charge TFL.gov.uk/CP,6.70,GBP,Transportation
28/07/2024,2024-07,Monzo Joint July,THE COCK INN RICKMANSWORTH,16.35,GBP,Activities
28/07/2024,2024-07,Monzo Joint July,THE COCK INN RICKMANSWORTH,8.95,GBP,Activities
28/07/2024,2024-07,Monzo Joint July,Lara Antoniades,192.00,GBP,Pay Lara
29/07/2024,2024-07,Monzo Joint July,SAINSBURYS- FETTER LAN LONDON,2.85,GBP,Groceries
30/07/2024,2024-07,Monzo Joint July,300 0110 745176066,41.62,GBP,Subscriptions
30/07/2024,2024-07,Monzo Joint July,9TA94DV,18.45,GBP,Utilities
31/07/2024,2024-07,Monzo Joint July,Payroll July 2024,3854.32,GBP,Income
31/07/2024,2024-07,Monzo Joint July,PB620943295620576,2404.68,GBP,Credit card
31/07/2024,2024-07,Monzo Joint July,Nicholas Antoniades,10.00,GBP,Pay Nicholas
31/07/2024,2024-07,Monzo Joint July,Monthly Money Pot,1300.00,GBP,Nothing
01/09/2024,2024-09,Monzo Lara Flex September,KEMSING PREMIER SEVENOAKS,3.24,GBP,Activities
04/09/2024,2024-09,Monzo Lara Flex September,SQ *POPHAMS HACKNEY London,3.80,GBP,Activities
14/09/2024,2024-09,Monzo Lara Flex September,PETERSHAM NURSERIES CA RICHMOND,22.78,GBP,Activities
15/09/2024,2024-09,Monzo Lara Flex September,WETRANSFER* BB2119B7 AMSTERDAM NLD,11.00,GBP,Shopping
19/09/2024,2024-09,Monzo Lara Flex September,TESCO STORES MAYFAIR,18.40,GBP,Groceries
20/09/2024,2024-09,Monzo Lara Flex September,LIME*PASS X23Q +448008085223,36.99,GBP,Transportation
21/09/2024,2024-09,Monzo Lara Flex September,CONNOLLY RETAIL LTD LONDON,375.00,GBP,Income
22/09/2024,2024-09,Monzo Lara Flex September,GAILS BUCKINGHAM PALAC LONDON,20.80,GBP,Activities
24/09/2024,2024-09,Monzo Lara Flex September,TfL Travel Charge TFL.gov.uk/CP,3.00,GBP,Transportation
25/09/2024,2024-09,Monzo Lara Flex September,MGP*Vinted London,6.23,GBP,Shopping
29/09/2024,2024-09,Monzo Lara Flex September,Flex,467.01,GBP,Nothing
29/09/2024,2024-09,Monzo Lara Flex September,MGP*Vinted London,9.29,GBP,Shopping
29/09/2024,2024-09,Monzo Lara Flex September,GOOGLE *Google One 650-253-0000,184.99,GBP,Subscriptions
23/10/2024,2024-10,Amex Joint JulyOctober,TURNING EARTH LEYTON LONDON,245.00,GBP,Subscriptions
23/10/2024,2024-10,Amex Joint JulyOctober,TURNING EARTH LEYTON LONDON,245.00,GBP,Subscriptions
20/10/2024,2024-10,Amex Joint JulyOctober,SAINSBURYS ONLINE LONDON,1.35,GBP,Groceries
20/10/2024,2024-10,Amex Joint JulyOctober,SAINSBURYS ONLINE LONDON,91.17,GBP,Groceries
19/10/2024,2024-10,Amex Joint JulyOctober,AMAZON.CO.UK*T300X6DK4 AMAZON.CO.UK,21.97,GBP,Shopping
17/10/2024,2024-10,Amex Joint JulyOctober,APPLE.COM/BILL HOLLYHILL,19.99,GBP,Subscriptions
17/10/2024,2024-10,Amex Joint JulyOctober,PRIME VIDEO *T38DC5PM4 353-12477661,5.99,GBP,Subscriptions
15/10/2024,2024-10,Amex Joint JulyOctober,LIME*RIDE FZY2 LONDON,2.32,GBP,Transportation
14/10/2024,2024-10,Amex Joint JulyOctober,AMAZON.CO.UK AMAZON.CO.UK,104.99,GBP,Shopping
14/10/2024,2024-10,Amex Joint JulyOctober,AMAZON.CO.UK*TQ8MJ6WU4 AMAZON.CO.UK,104.99,GBP,Shopping
14/10/2024,2024-10,Amex Joint JulyOctober,AMAZON.CO.UK*TQ96187W4 AMAZON.CO.UK,104.99,GBP,Shopping
14/10/2024,2024-10,Amex Joint JulyOctober,AMZNMKTPLACE*TQ8GM9IR4 AMAZON.CO.UK,8.49,GBP,Shopping
13/10/2024,2024-10,Amex Joint JulyOctober,AMAZON.CO.UK*TQ02R4DO4 AMAZON.CO.UK,15.90,GBP,Shopping
13/10/2024,2024-10,Amex Joint JulyOctober,AMZNMKTPLACE*TQ2TC72N4 AMAZON.CO.UK,14.99,GBP,Shopping
09/10/2024,2024-10,Amex Joint JulyOctober,AMAZON.CO.UK*TQ12J0O64 AMAZON.CO.UK,5.32,GBP,Shopping
09/10/2024,2024-10,Amex Joint JulyOctober,AMAZON.CO.UK*TQ1JU4OP4 AMAZON.CO.UK,4.69,GBP,Shopping
09/10/2024,2024-10,Amex Joint JulyOctober,AMZNMKTPLACE*TQ19M5ZF4 AMAZON.CO.UK,23.97,GBP,Shopping
09/10/2024,2024-10,Amex Joint JulyOctober,AMZNMKTPLACE*TQ21K5OO4 AMAZON.CO.UK,13.99,GBP,Shopping
09/10/2024,2024-10,Amex Joint JulyOctober,AMZNMKTPLACE*TQ4042464 AMAZON.CO.UK,16.14,GBP,Shopping
09/10/2024,2024-10,Amex Joint JulyOctober,DISNEY PLUS HAMMERSMITH,7.99,GBP,Subscriptions
09/10/2024,2024-10,Amex Joint JulyOctober,LIME*RIDE FZY2 LONDON,6.09,GBP,Transportation
07/10/2024,2024-10,Amex Joint JulyOctober,SAINSBURYS ONLINE LONDON,92.21,GBP,Groceries
04/10/2024,2024-10,Amex Joint JulyOctober,AMAZON.CO.UK*TO94F7LH4 AMAZON.CO.UK,21.99,GBP,Shopping
03/10/2024,2024-10,Amex Joint JulyOctober,EVENTIM UK COMMERCE LONDON,52.25,GBP,Entertainment
03/10/2024,2024-10,Amex Joint JulyOctober,OPENAI *CHATGPT SUBSCR SAN FRANCISCO,18.66,GBP,Subscriptions
02/10/2024,2024-10,Amex Joint JulyOctober,AMAZON PRIME*TA8IH4KT4 AMZN.CO.UK/PM,8.99,GBP,Shopping
01/10/2024,2024-10,Amex Joint JulyOctober,AMZNMKTPLACE AMAZON.CO.UK,138.18,GBP,Shopping
01/10/2024,2024-10,Amex Joint JulyOctober,AMZNMKTPLACE*TA9B10BP4 AMAZON.CO.UK,56.00,GBP,Shopping
30/09/2024,2024-09,Amex Joint JulyOctober,AMZNMKTPLACE*TA6M54QN4 AMAZON.CO.UK,58.77,GBP,Shopping
29/09/2024,2024-09,Amex Joint JulyOctober,PAYMENT RECEIVED - THANK YOU,212.26,GBP,Credit card
28/09/2024,2024-09,Amex Joint JulyOctober,LIME*RIDE FZY2 LONDON,8.12,GBP,Transportation
26/09/2024,2024-09,Amex Joint JulyOctober,AMZNMKTPLACE*TH4AF0UY4 AMAZON.CO.UK,54.70,GBP,Shopping
26/09/2024,2024-09,Amex Joint JulyOctober,AMZNMKTPLACE*TH74T2KP4 AMAZON.CO.UK,5.99,GBP,Shopping
26/09/2024,2024-09,Amex Joint JulyOctober,PAYMENT RECEIVED - THANK YOU,781.86,GBP,Credit card
26/09/2024,2024-09,Amex Joint JulyOctober,SAINSBURYS ONLINE LONDON,1.75,GBP,Groceries
26/09/2024,2024-09,Amex Joint JulyOctober,SAINSBURYS ONLINE LONDON,145.20,GBP,Groceries
23/09/2024,2024-09,Amex Joint JulyOctober,TURNING EARTH LEYTON LONDON,245.00,GBP,Subscriptions
23/09/2024,2024-09,Amex Joint JulyOctober,TURNING EARTH LEYTON LONDON,245.00,GBP,Subscriptions
22/09/2024,2024-09,Amex Joint JulyOctober,AMZNMKTPLACE*TH5YV23A4 AMAZON.CO.UK,4.49,GBP,Shopping
17/09/2024,2024-09,Amex Joint JulyOctober,AMZNMKTPLACE*T67F94MZ4 AMAZON.CO.UK,13.43,GBP,Shopping
17/09/2024,2024-09,Amex Joint JulyOctober,APPLE.COM/BILL HOLLYHILL,19.99,GBP,Subscriptions
11/09/2024,2024-09,Amex Joint JulyOctober,AMZNMKTPLACE*YI3WH3SB5 AMAZON.CO.UK,12.99,GBP,Shopping
09/09/2024,2024-09,Amex Joint JulyOctober,DISNEY PLUS HAMMERSMITH,7.99,GBP,Subscriptions
03/09/2024,2024-09,Amex Joint JulyOctober,OPENAI *CHATGPT SUBSCR SAN FRANCISCO,18.83,GBP,Subscriptions
03/09/2024,2024-09,Amex Joint JulyOctober,PAYMENT RECEIVED - THANK YOU,342.78,GBP,Credit card
02/09/2024,2024-09,Amex Joint JulyOctober,AMAZON PRIME*FG4A58UJ5 AMZN.CO.UK/PM,8.99,GBP,Shopping
01/09/2024,2024-09,Amex Joint JulyOctober,AMZNMKTPLACE*FO7WA4GS5 AMAZON.CO.UK,91.14,GBP,Shopping
01/09/2024,2024-09,Amex Joint JulyOctober,AMZNMKTPLACE*L33623285 AMAZON.CO.UK,18.99,GBP,Shopping
01/09/2024,2024-09,Amex Joint JulyOctober,ARKNET LONDON,27.00,GBP,Shopping
01/09/2024,2024-09,Amex Joint JulyOctober,ARKNET LONDON,37.00,GBP,Shopping
01/09/2024,2024-09,Amex Joint JulyOctober,BOBBIBROWN.CO.UK LONDON,123.00,GBP,Toiletries
01/09/2024,2024-09,Amex Joint JulyOctober,COSTA SEVENOAKS RAILWAY SEVENOAKS,6.40,GBP,Activities
01/09/2024,2024-09,Amex Joint JulyOctober,DECIEM UK LTD. LONDON,73.10,GBP,Shopping
01/09/2024,2024-09,Amex Joint JulyOctober,FIVE GUYS JV LTD LONDON,30.15,GBP,Activities
01/09/2024,2024-09,Amex Joint JulyOctober,LIME*RIDE FZY2 LONDON,9.86,GBP,Transportation
01/09/2024,2024-09,Amex Joint JulyOctober,RYOHIN KEIKAKU EUROPE L LONDON,18.90,GBP,Shopping
01/09/2024,2024-09,Amex Joint JulyOctober,THE MOUNT VINEYARD LONDON,35.89,GBP,Activities
01/09/2024,2024-09,Amex Joint JulyOctober,TRAINLINE trainline LONDON,21.10,GBP,Transportation
01/09/2024,2024-09,Amex Joint JulyOctober,UNIQLO EUROPE LTD LONDON,55.40,GBP,Shopping
30/08/2024,2024-08,Amex Joint JulyOctober,PAYMENT RECEIVED - THANK YOU,3277.14,GBP,Credit card
29/08/2024,2024-08,Amex Joint JulyOctober,J and R Kiosk London,1.30,GBP,Groceries
29/08/2024,2024-08,Amex Joint JulyOctober,J and R Kiosk London,1.30,GBP,Groceries
28/08/2024,2024-08,Amex Joint JulyOctober,LIME*PASS X23Q LONDON,36.99,GBP,Transportation
28/08/2024,2024-08,Amex Joint JulyOctober,LIME*RIDE X23Q LONDON,0.58,GBP,Transportation
28/08/2024,2024-08,Amex Joint JulyOctober,LIME*RIDE X23Q LONDON,2.16,GBP,Transportation
28/08/2024,2024-08,Amex Joint JulyOctober,SAINSBURYS ONLINE LONDON,1.50,GBP,Groceries
28/08/2024,2024-08,Amex Joint JulyOctober,SAINSBURYS ONLINE LONDON,74.26,GBP,Groceries
28/08/2024,2024-08,Amex Joint JulyOctober,WAITROSE CROUCH END CROUCH END,22.65,GBP,Groceries
28/08/2024,2024-08,Amex Joint JulyOctober,ZETTLE *TURNING EARTH C LONDON,18.00,GBP,Shopping
27/08/2024,2024-08,Amex Joint JulyOctober,3CPAYMENT*PRET A MANGER LONDON,5.50,GBP,Activities
27/08/2024,2024-08,Amex Joint JulyOctober,Crouch End Greens LTD London,4.93,GBP,Groceries
27/08/2024,2024-08,Amex Joint JulyOctober,M&S CROUCH END SIMPLY F LONDON,38.85,GBP,Groceries
27/08/2024,2024-08,Amex Joint JulyOctober,SIDNEY ROSE LONDON,4.39,GBP,Shopping
27/08/2024,2024-08,Amex Joint JulyOctober,TFL TRAVEL CHARGE TFL.GOV.UK/CP,3.70,GBP,Transportation
27/08/2024,2024-08,Amex Joint JulyOctober,ZETTLE *LOST GRAVITY LONDON,3.00,GBP,Shopping
26/08/2024,2024-08,Amex Joint JulyOctober,Comptoir London,64.24,GBP,Activities
26/08/2024,2024-08,Amex Joint JulyOctober,LIME*PASS FZY2 LONDON,36.99,GBP,Transportation
26/08/2024,2024-08,Amex Joint JulyOctober,LIME*RIDE FZY2 LONDON,24.52,GBP,Transportation
26/08/2024,2024-08,Amex Joint JulyOctober,LONDON BRIDGE CONFECTIO LONDON,4.99,GBP,Shopping
26/08/2024,2024-08,Amex Joint JulyOctober,TFL TRAVEL CHARGE TFL.GOV.UK/CP,1.90,GBP,Transportation
26/08/2024,2024-08,Amex Joint JulyOctober,THE DUSTY KNUCKLE London,23.70,GBP,Activities
25/08/2024,2024-08,Amex Joint JulyOctober,Crouch end hardware London,5.98,GBP,Shopping
25/08/2024,2024-08,Amex Joint JulyOctober,GAIL'S CROUCH END LONDON,14.85,GBP,Activities
24/08/2024,2024-08,Amex Joint JulyOctober,M&S CROUCH END SIMPLY F LONDON,35.25,GBP,Groceries
24/08/2024,2024-08,Amex Joint JulyOctober,ZETTLE *TURNING EARTH C LONDON,40.50,GBP,Shopping
23/08/2024,2024-08,Amex Joint JulyOctober,AMZNMKTPLACE*AR41K5QI5 AMAZON.CO.UK,11.00,GBP,Shopping
23/08/2024,2024-08,Amex Joint JulyOctober,GAIL'S BUCKINHAM PALACE LONDON,23.60,GBP,Activities
23/08/2024,2024-08,Amex Joint JulyOctober,QUEEN'S LONDON,7.50,GBP,Activities
23/08/2024,2024-08,Amex Joint JulyOctober,TURNING EARTH LEYTON LONDON,245.00,GBP,Subscriptions
23/08/2024,2024-08,Amex Joint JulyOctober,TURNING EARTH LEYTON LONDON,245.00,GBP,Subscriptions
23/08/2024,2024-08,Amex Joint JulyOctober,UBER TRIP HTTPS://HELP.UB,15.90,GBP,Transportation
23/08/2024,2024-08,Amex Joint JulyOctober,V&A LONDON,7.20,GBP,Activities
22/08/2024,2024-08,Amex Joint JulyOctober,PRIME VIDEO *HO2TY1105 353-12477661,7.99,GBP,Subscriptions
21/08/2024,2024-08,Amex Joint JulyOctober,AMZNMKTPLACE AMAZON.CO.UK,29.80,GBP,Shopping
21/08/2024,2024-08,Amex Joint JulyOctober,GAIL'S CROUCH END LONDON,12.40,GBP,Activities
21/08/2024,2024-08,Amex Joint JulyOctober,M&S CROUCH END SIMPLY F LONDON,57.65,GBP,Groceries
21/08/2024,2024-08,Amex Joint JulyOctober,TFL TRAVEL CHARGE TFL.GOV.UK/CP,3.00,GBP,Transportation
21/08/2024,2024-08,Amex Joint JulyOctober,ZETTLE *LANDRACE BAKERY BATH,21.05,GBP,Activities
20/08/2024,2024-08,Amex Joint JulyOctober,Bath Old Books Bath,37.00,GBP,Shopping
20/08/2024,2024-08,Amex Joint JulyOctober,The Raven Bath,2.80,GBP,Activities
